hash_inn,y
76859,12
76865,12
76878,12
76893,12
76927,12
76931,14
76934,12
76965,12
76966,14
76978,12
76991,52
76997,12
77000,12
77004,14
77006,12
77025,12
77035,12
77045,12
77049,12
77055,12
77060,12
77072,12
77090,12
77096,12
77104,12
77108,12
77110,12
77117,12
77123,14
77129,12
77132,12
77142,12
77144,12
77147,12
77152,34
77154,14
77162,34
77166,12
77171,12
77172,12
77173,12
77177,12
77178,12
77189,12
77190,12
77191,14
77198,52
77220,12
77221,12
77231,12
77238,12
77245,12
77246,12
77257,12
77283,26
77287,34
77299,12
77319,12
77322,12
77326,12
77328,12
77336,12
77339,12
77344,12
77347,12
77348,12
77387,52
77423,12
77462,12
77463,12
77474,12
77489,12
77492,12
77501,12
77503,12
77504,12
77527,12
77534,12
77539,12
77552,12
77554,12
77559,12
77589,12
77593,12
77597,12
77608,14
77630,12
77633,12
77647,12
77658,12
77678,12
77679,12
77680,12
77685,52
77694,52
77710,12
77717,12
77730,12
77740,68
77741,14
77761,12
77768,12
77772,12
77778,14
77780,52
77829,12
77852,12
77862,12
77868,12
77869,23
77881,12
77908,12
77913,12
77914,14
77960,12
77967,52
77971,12
77984,12
77988,12
77995,12
78013,12
78014,12
78025,12
78032,12
78033,12
78035,12
78046,12
78069,12
78079,14
78094,12
78104,12
78106,12
78108,12
78125,12
78133,14
78137,12
78139,14
78141,12
78156,12
78158,14
78171,12
78175,12
78179,12
78186,12
78195,12
78201,12
78209,14
78213,12
78219,12
78228,12
78232,14
78236,12
78242,12
78246,12
78248,12
78253,12
78271,12
78275,12
78278,12
78285,12
78299,12
78306,14
78307,12
78318,12
78321,12
78328,12
78334,12
78335,12
78348,12
78357,12
78360,12
78361,12
78369,12
78375,12
78382,11
78397,12
78413,12
78416,12
78420,12
78425,12
78428,12
78437,12
78448,12
78461,12
78466,12
78482,52
78491,12
78500,14
78516,12
78517,12
78524,12
78527,12
78529,12
78543,12
78547,12
78548,12
78580,12
78605,12
78614,12
78629,12
78652,52
78653,12
78665,12
78676,12
78678,12
78703,12
78722,12
78730,12
78733,12
78737,12
78749,12
78752,12
78761,12
78767,12
78770,12
78793,12
78795,12
78799,12
78804,12
78805,12
78806,12
78807,12
78820,12
78835,12
78837,12
78838,14
78842,12
78846,34
78848,52
78852,14
78857,12
78861,34
78863,12
78879,12
78883,12
78889,12
78894,12
78902,14
78911,12
78915,12
78971,12
78973,34
78986,12
78993,12
79001,14
79010,12
79011,12
79016,14
79017,12
79024,12
79026,12
79030,12
79047,12
79054,34
79059,54
79064,12
79071,34
79080,12
79085,12
79090,12
79103,12
79105,12
79110,12
79112,12
79114,12
79128,14
79129,12
79134,8
79152,12
79160,12
79169,12
79176,52
79179,12
79182,12
79197,12
79211,52
79226,12
79239,52
79249,12
79255,12
79265,14
79267,12
79274,12
79275,12
79283,12
79317,12
79322,12
79334,12
79339,12
79350,12
79352,12
79372,12
79377,12
79384,12
79400,12
79422,52
79423,12
79428,12
79430,34
79444,12
79447,12
79451,12
79462,12
79467,14
79485,12
79488,14
79489,12
79508,12
79509,12
79543,52
79547,12
79552,11
79559,12
79574,12
79576,12
79580,12
79588,12
79589,12
79617,12
79620,12
79646,12
79648,14
79656,12
79658,12
79681,12
79683,12
79727,12
79791,12
79795,12
79806,12
79814,52
79823,52
79827,14
79865,12
79881,12
79883,52
79890,12
79932,12
79947,52
79960,12
79963,12
79975,14
79977,12
79978,12
79979,12
79989,52
79994,12
79998,34
80009,12
80016,12
80017,14
80018,14
80023,12
80027,12
80033,12
80034,12
80040,12
80049,12
80053,12
80055,12
80069,12
80079,12
80095,34
80100,12
80106,14
80107,12
80125,34
80126,12
80130,12
80134,14
80144,12
80145,12
80149,12
80155,12
80159,12
80161,52
80165,12
80171,34
80190,12
80191,12
80196,12
80211,12
80214,12
80226,12
80237,12
80244,12
80259,14
80278,52
80303,12
80307,12
80316,12
80320,12
80324,12
80331,12
80340,34
80364,12
80368,12
80390,34
80400,12
80412,12
80423,12
80440,12
80461,4
80466,12
80473,14
80489,12
80492,12
80509,12
80523,12
80530,14
80550,14
80555,12
80585,12
80589,12
80593,12
80594,12
80599,12
80602,12
80605,14
80608,12
80621,12
80633,12
80639,12
80640,12
80661,12
80664,12
80671,12
80673,12
80677,12
80696,12
80707,12
80711,12
80712,12
80713,14
80717,12
80728,12
80760,26
80767,14
80772,12
80776,12
80788,12
80797,12
80803,12
80825,12
80831,12
80851,14
80852,12
80859,12
80860,34
80867,12
80874,14
80875,12
80897,12
80909,12
80918,12
80937,12
80941,4
80948,12
80964,14
80981,12
80983,34
80988,12
80990,12
80992,12
80993,12
80998,34
81000,52
81003,34
81006,12
81022,12
81032,12
81033,12
81047,12
81056,12
81057,12
81060,12
81062,12
81063,12
81075,12
81076,12
81095,14
81103,12
81106,12
81112,12
81130,12
81131,34
81136,12
81145,12
81151,12
81156,52
81166,12
81169,14
81170,12
81177,14
81185,12
81187,12
81194,12
81204,14
81211,52
81222,12
81229,12
81230,14
81240,14
81263,12
81265,12
81271,12
81280,12
81295,12
81303,12
81304,34
81306,12
81308,12
81311,12
81325,52
81334,12
81353,12
81368,14
81377,14
81381,12
81383,34
81402,12
81412,12
81433,12
81437,12
81445,12
81450,12
81453,12
81456,14
81462,12
81466,12
81475,34
81477,12
81481,12
81499,12
81501,12
81513,12
81537,12
81539,12
81541,12
81542,12
81548,52
81551,12
81555,12
81579,34
81589,12
81599,12
81601,12
81610,12
81644,12
81645,12
81653,12
81659,12
81670,12
81673,12
81683,12
81686,14
81690,12
81693,12
81716,34
81722,12
81725,12
81729,12
81733,34
81745,12
81756,12
81762,12
81779,12
81787,12
81801,12
81809,12
81812,12
81813,12
81839,12
81848,12
81864,12
81875,12
81887,12
81900,12
81912,12
81934,12
81947,14
81953,12
81956,46
81961,12
81965,12
81967,12
81970,12
81989,12
81990,12
81999,12
82007,12
82016,12
82018,12
82032,14
82037,12
82040,12
82045,14
82046,12
82047,12
82051,12
82053,14
82066,12
82068,12
82073,12
82080,52
82082,12
82086,52
82103,12
82126,12
82131,12
82136,12
82163,12
82172,12
82173,14
82188,14
82198,12
82207,34
82214,12
82242,12
82276,12
82282,12
82303,12
82313,14
82317,12
82338,12
82350,12
82364,12
82371,12
82376,14
82396,12
82400,52
82419,12
82430,12
82434,12
82443,12
82444,12
82449,12
82455,12
82461,12
82462,12
82464,11
82465,12
82474,12
82483,12
82488,12
82502,12
82504,12
82532,34
82539,12
82541,12
82553,14
82554,12
82557,12
82568,12
82582,12
82593,12
82605,12
82611,34
82613,14
82630,12
82659,12
82661,12
82668,12
82671,12
82672,12
82682,12
82683,14
82692,34
82703,12
82716,12
82719,12
82721,12
82722,12
82729,14
82731,12
82733,12
82734,12
82750,14
82758,12
82767,6
82779,12
82781,12
82782,12
82820,12
82824,12
82830,12
82844,12
82853,12
82855,12
82858,12
82867,12
82869,12
82881,12
82884,12
82891,12
82894,14
82901,12
82916,34
82918,12
82922,12
82923,11
82933,14
82938,12
82958,12
82966,12
82983,12
82984,12
82990,12
83001,26
83008,12
83009,12
83044,12
83048,12
83049,52
83051,12
83078,12
83101,12
83119,12
83126,12
83136,12
83137,14
83141,12
83144,12
83162,12
83171,12
83174,12
83205,12
83214,12
83234,12
83237,12
83242,26
83246,12
83258,34
83261,12
83265,52
83272,12
83311,12
83317,52
83321,12
83328,12
83331,12
83335,12
83347,12
83362,12
83363,12
83388,12
83400,12
83405,12
83410,26
83441,12
83457,12
83459,12
83463,12
83472,34
83475,12
83485,12
83487,52
83493,12
83497,14
83498,12
83515,12
83521,12
83526,12
83537,12
83556,12
83566,12
83574,12
83575,12
83586,12
83587,12
83609,12
83612,12
83619,12
83631,12
83633,12
83639,34
83640,12
83643,12
83647,12
83650,12
83665,12
83668,12
83670,12
83678,12
83691,12
83694,12
83695,12
83741,12
83743,12
83749,14
83755,12
83785,12
83794,12
83813,34
83820,12
83843,12
83861,12
83867,12
83892,12
83894,12
83909,12
83965,12
83966,12
83967,12
83981,12
83982,12
83983,34
83990,12
83995,14
84025,52
84035,12
84050,12
84054,12
84058,12
84064,12
84066,12
84068,12
84081,12
84101,12
84106,12
84135,52
84142,12
84151,14
84173,14
84188,12
84189,12
84192,12
84197,12
84198,12
84202,34
84207,12
84210,12
84225,12
84228,12
84237,12
84239,12
84240,14
84246,12
84276,12
84284,12
84311,26
84313,12
84316,14
84320,12
84321,12
84324,12
84375,12
84376,12
84382,12
84398,12
84400,34
84401,12
84402,12
84427,12
84437,12
84451,12
84453,12
84463,52
84465,14
84475,12
84478,12
84492,11
84493,12
84496,14
84527,14
84543,12
84549,12
84553,12
84565,12
84570,12
84579,12
84584,12
84602,12
84620,12
84632,14
84635,12
84643,12
84647,12
84648,12
84652,14
84654,12
84660,14
84663,12
84668,12
84692,12
84694,12
84699,34
84706,14
84713,12
84714,11
84720,12
84734,12
84743,34
84746,34
84760,12
84764,12
84766,12
84781,12
84785,6
84789,12
84791,12
84803,12
84812,52
84816,12
84825,12
84826,14
84828,12
84831,14
84842,12
84853,14
84856,12
84885,34
84887,12
84902,12
84903,12
84905,12
84911,11
84920,14
84924,12
84935,12
84940,52
84946,12
84977,12
84981,34
84993,52
85002,12
85016,12
85019,12
85030,12
85072,14
85082,12
85085,12
85105,12
85113,12
85117,12
85122,22
85126,12
85149,12
85169,12
85170,14
85179,12
85190,12
85230,12
85234,12
85241,12
85253,12
85261,14
85262,12
85276,12
85288,12
85292,52
85302,34
85304,9
85309,14
85318,11
85331,12
85333,12
85347,12
85349,12
85364,12
85383,12
85394,12
85402,12
85413,12
85420,12
85421,12
85436,12
85440,12
85449,12
85453,12
85458,14
85460,52
85464,12
85479,12
85496,12
85507,34
85523,14
85524,52
85538,14
85545,12
85557,12
85558,12
85562,12
85577,12
85584,12
85587,26
85588,12
85609,12
85616,14
85627,34
85630,12
85635,12
85636,12
85638,12
85645,12
85656,12
85658,14
85659,12
85661,34
85663,12
85686,12
85694,12
85703,12
85721,14
85726,14
85738,12
85742,12
85748,14
85751,12
85757,12
85759,12
85764,14
85769,12
85771,39
85790,12
85791,12
85794,12
85795,12
85825,12
85830,12
85831,12
85842,12
85844,12
85864,12
85870,12
85879,12
85884,14
85895,12
85896,12
85899,12
85905,12
85925,12
85930,34
85935,12
85936,12
85940,12
85949,34
85959,14
85964,12
85978,12
85982,12
85992,12
85998,12
86016,12
86021,12
86023,12
86031,11
86054,12
86060,12
86075,12
86084,12
86088,12
86095,12
86103,14
86138,12
86143,12
86151,12
86156,12
86161,12
86166,12
86167,12
86181,12
86184,14
86185,12
86186,52
86199,12
86203,52
86232,12
86235,12
86239,12
86258,14
86272,14
86286,12
86299,12
86310,12
86339,12
86367,12
86368,12
86376,20
86386,12
86401,12
86402,14
86405,14
86418,12
86423,12
86425,12
86437,14
86440,12
86444,12
86459,34
86476,12
86483,12
86487,12
86490,14
86494,12
86513,12
86518,12
86523,12
86528,12
86533,12
86539,12
86543,14
86547,34
86552,12
86562,12
86577,12
86592,34
86605,12
86609,34
86613,14
86626,12
86645,12
86651,12
86657,12
86661,12
86676,12
86679,34
86683,14
86688,14
86701,12
86728,12
86729,12
86741,12
86745,12
86747,12
86761,34
86765,12
86772,12
86784,12
86790,12
86791,14
86797,12
86809,12
86810,12
86811,12
86814,14
86824,12
86844,12
86852,14
86880,12
86885,14
86888,12
86894,12
86898,12
86910,34
86922,12
86929,12
86940,12
86944,12
86975,12
86977,14
86982,46
87000,14
87011,52
87013,12
87034,12
87037,14
87041,14
87043,12
87060,12
87062,12
87073,12
87105,12
87106,12
87129,12
87137,12
87140,12
87151,12
87169,12
87183,12
87194,12
87200,12
87204,12
87207,12
87213,12
87219,11
87232,12
87243,9
87283,12
87294,12
87303,12
87304,12
87306,12
87309,12
87310,52
87314,52
87321,12
87322,12
87333,12
87336,52
87339,14
87353,34
87365,12
87368,14
87380,12
87398,12
87404,12
87421,12
87425,12
87453,12
87458,12
87464,12
87467,14
87471,14
87480,12
87481,12
87484,12
87487,12
87521,12
87523,52
87545,12
87549,14
87550,34
87563,12
87565,12
87566,12
87583,12
87586,12
87590,12
87606,12
87609,12
87626,12
87642,14
87644,14
87647,12
87651,12
87654,12
87657,12
87670,12
87694,12
87696,12
87703,20
87723,12
87737,12
87739,34
87749,34
87751,12
87753,34
87756,14
87765,12
87772,12
87773,14
87776,12
87777,12
87786,12
87798,12
87814,12
87831,12
87839,12
87849,12
87891,12
87902,14
87919,12
87924,12
87933,12
87956,12
87963,12
87969,53
87974,14
87992,12
88018,12
88026,12
88030,14
88035,12
88041,12
88064,12
88069,12
88075,12
88079,12
88083,12
88084,12
88089,12
88125,12
88130,12
88137,12
88151,14
88155,12
88164,34
88169,12
88191,14
88192,14
88193,14
88194,12
88209,12
88215,12
88216,12
88224,12
88231,12
88233,12
88257,12
88258,12
88271,12
88273,12
88277,26
88281,52
88289,12
88290,12
88295,12
88303,12
88308,34
88312,12
88316,12
88318,34
88321,12
88330,14
88335,6
88339,12
88345,12
88347,52
88348,12
88353,12
88358,12
88381,14
88383,12
88403,12
88406,12
88409,12
88412,14
88419,34
88428,12
88434,14
88445,12
88447,12
88472,12
88475,12
88489,12
88490,12
88506,12
88510,14
88512,12
88542,52
88557,12
88572,12
88590,12
88591,12
88593,12
88600,12
88605,12
88615,12
88643,52
88651,12
88672,12
88712,12
88718,14
88723,12
88738,12
88750,12
88755,12
88758,14
88761,22
88764,12
88775,12
88777,34
88787,12
88790,12
88797,12
88804,12
88814,12
88821,12
88829,12
88837,12
88838,12
88839,14
88865,12
88867,12
88879,14
88902,12
88922,12
88932,12
88943,11
88947,12
88954,12
88962,34
88964,12
88967,14
88986,34
89001,12
89020,12
89027,12
89038,12
89044,12
89047,12
89052,12
89053,12
89061,12
89073,12
89085,12
89128,12
89156,12
89158,14
89160,12
89162,12
89194,14
89198,12
89201,14
89203,12
89209,12
89213,12
89237,12
89242,14
89243,12
89255,34
89262,12
89269,12
89270,12
89271,12
89272,12
89277,12
89285,12
89307,12
89311,68
89340,12
89347,14
89354,12
89372,12
89373,12
89376,12
89393,14
89400,14
89401,14
89406,12
89413,12
89415,12
89422,12
89427,12
89468,12
89473,12
89474,12
89482,34
89489,12
89490,12
89504,12
89524,12
89532,12
89534,12
89541,12
89544,12
89546,12
89550,12
89553,12
89578,12
89581,12
89598,12
89600,12
89617,12
89619,12
89627,12
89629,12
89670,12
89674,12
89683,12
89684,12
89685,12
89688,12
89692,14
89695,12
89697,46
89701,14
89702,12
89706,14
89707,12
89726,14
89728,12
89739,12
89745,34
89756,12
89757,12
89776,12
89779,14
89784,12
89788,12
89800,14
89822,34
89823,12
89836,12
89837,12
89851,12
89853,14
89856,12
89861,14
89891,12
89914,12
89921,12
89934,34
89942,12
89946,12
89950,12
89951,12
89956,12
89978,34
89982,12
89996,12
90012,14
90017,12
90020,12
90021,12
90041,14
90052,14
90057,12
90065,46
90075,14
90087,12
90151,12
90153,12
90168,12
90204,12
90205,12
90233,14
90237,12
90243,12
90271,12
90278,12
90284,12
90290,12
90295,14
90300,39
90318,12
90324,12
90330,12
90332,12
90338,12
90340,12
90346,12
90350,12
90353,52
90357,14
90377,12
90382,12
90383,12
90384,14
90389,12
90394,12
90400,12
90429,12
90444,14
90445,12
90451,34
90464,52
90476,12
90489,12
90493,34
90499,12
90518,14
90530,52
90538,12
90543,12
90566,12
90571,12
90579,12
90583,12
90589,12
90593,12
90609,12
90613,12
90618,12
90622,12
90623,12
90631,52
90651,12
90653,12
90677,12
90682,12
90687,39
90688,12
90692,12
90703,12
90710,14
90716,12
90739,52
90740,12
90741,12
90743,12
90764,12
90770,12
90780,12
90787,12
90805,12
90817,12
90848,12
90849,12
90851,26
90860,12
90870,12
90875,12
90905,34
90910,14
90914,12
90931,12
90948,12
90955,52
90963,52
90974,12
90975,12
90998,12
91015,14
91017,12
91032,12
91056,12
91057,14
91060,12
91076,20
91079,12
91119,34
91129,12
91142,12
91148,12
91151,12
91154,14
91162,53
91186,12
91192,11
91202,12
91209,12
91216,12
91218,12
91229,12
91239,12
91244,14
91266,12
91273,12
91289,12
91300,12
91309,12
91315,12
91326,12
91327,14
91340,12
91354,12
91367,12
91369,34
91373,12
91380,12
91382,14
91390,12
91394,14
91398,12
91402,12
91414,12
91417,14
91425,12
91435,12
91461,12
91478,12
91481,12
91490,12
91492,34
91493,12
91507,14
91515,12
91516,14
91519,12
91521,39
91533,52
91540,12
91541,12
91542,12
91543,14
91551,12
91564,12
91567,12
91595,20
91602,12
91624,12
91625,12
91631,14
91633,14
91680,12
91682,12
91686,12
91687,14
91691,14
91701,12
91704,12
91717,12
91725,12
91752,52
91754,12
91767,12
91768,12
91782,12
91787,52
91798,34
91816,14
91823,12
91830,12
91833,12
91841,12
91850,12
91852,76
91861,12
91862,12
91865,34
91873,12
91878,12
91884,12
91893,12
91900,12
91907,12
91926,14
91948,54
91956,12
91960,52
91970,12
91981,14
91983,12
91992,52
92004,11
92006,12
92007,34
92014,12
92019,12
92055,12
92056,12
92060,12
92063,12
92066,12
92069,12
92072,12
92081,14
92084,14
92091,12
92094,12
92099,12
92102,12
92103,12
92108,14
92121,12
92123,12
92134,12
92170,12
92173,14
92186,34
92193,12
92197,12
92198,12
92200,52
92227,12
92228,12
92242,12
92247,14
92253,12
92255,12
92293,12
92302,12
92304,12
92309,52
92314,12
92331,12
92332,12
92334,12
92338,12
92340,12
92346,12
92376,12
92402,12
92408,14
92411,12
92426,12
92427,12
92430,12
92432,12
92434,12
92446,12
92450,12
92464,12
92465,12
92466,12
92467,14
92473,12
92478,12
92491,12
92496,12
92501,12
92520,12
92544,12
92549,14
92571,12
92581,12
92600,34
92605,14
92615,12
92617,14
92625,14
92627,12
92639,12
92649,12
92669,12
92674,52
92679,12
92703,12
92705,12
92711,12
92713,12
92716,14
92723,9
92742,12
92746,12
92767,12
92773,12
92774,12
92781,12
92784,12
92810,12
92811,12
92827,14
92828,12
92831,12
92860,12
92872,12
92874,12
92897,34
92901,12
92914,14
92916,14
92919,12
92925,14
92933,12
92941,12
92942,12
92969,12
92972,12
92974,12
92986,12
92990,12
93000,12
93023,12
93025,12
93039,52
93040,12
93057,12
93069,34
93091,14
93096,12
93098,52
93099,12
93101,12
93102,14
93103,12
93112,12
93115,14
93121,9
93124,12
93134,34
93135,52
93142,12
93150,12
93165,12
93172,12
93173,12
93184,12
93187,12
93192,12
93198,14
93209,12
93225,12
93227,12
93230,12
93234,12
93239,52
93242,12
93265,52
93268,12
93270,12
93271,12
93281,12
93283,12
93286,12
93293,12
93298,12
93306,14
93308,12
93311,12
93326,14
93340,12
93363,14
93383,12
93401,12
93413,12
93418,12
93441,34
93468,14
93472,12
93495,52
93498,34
93510,12
93518,12
93538,12
93543,12
93560,12
93568,12
93581,34
93582,12
93591,12
93595,12
93602,12
93608,12
93609,12
93614,12
93616,12
93630,12
93633,12
93642,14
93662,12
93669,12
93670,12
93673,12
93680,12
93683,12
93689,12
93699,12
93701,12
93716,12
93721,12
93723,12
93732,12
93733,14
93741,12
93742,14
93747,14
93760,12
93777,14
93825,12
93833,12
93835,12
93840,12
93851,12
93854,12
93860,12
93864,12
93867,14
93868,14
93895,12
93898,12
93905,14
93907,12
93923,34
93927,14
93934,14
93935,12
93940,12
93946,12
93948,12
93953,12
93968,12
93974,14
93976,12
93982,12
93984,34
93991,12
93997,12
94002,14
94003,57
94005,12
94021,12
94025,12
94030,12
94034,12
94049,12
94063,12
94071,52
94072,12
94079,12
94081,12
94112,12
94113,12
94122,12
94137,12
94159,12
94187,12
94193,12
94250,12
94265,34
94288,12
94320,12
94331,12
94335,12
94372,12
94374,12
94380,12
94383,12
94396,12
94397,14
94409,34
94412,14
94421,12
94445,12
94447,12
94454,12
94472,12
94481,12
94483,12
94485,12
94495,12
94502,14
94505,12
94508,34
94514,12
94518,52
94520,12
94521,12
94534,12
94540,12
94546,11
94549,12
94563,12
94564,12
94565,12
94566,12
94592,14
94597,34
94604,12
94624,12
94630,12
94655,12
94666,12
94677,34
94685,52
94691,14
94715,12
94737,14
94749,12
94752,52
94762,12
94763,14
94768,14
94772,12
94774,12
94776,12
94783,12
94789,12
94801,12
94814,12
94833,12
94834,12
94839,12
94871,52
94879,12
94881,12
94893,12
94908,52
94910,12
94912,12
94931,12
94934,14
94937,12
94940,14
94949,12
94956,12
94958,12
94965,12
94968,12
94974,12
94983,12
94994,12
95006,12
95020,12
95023,12
95031,12
95036,12
95037,12
95045,14
95055,12
95073,12
95079,12
95085,14
95101,12
95111,12
95112,12
95117,6
95119,12
95122,12
95124,12
95153,12
95155,12
95159,12
95163,12
95191,14
95203,12
95219,12
95220,12
95221,12
95224,12
95239,12
95240,12
95250,34
95251,12
95270,34
95271,12
95278,12
95284,14
95292,12
95303,12
95305,34
95312,12
95329,12
95350,12
95393,26
95394,34
95395,34
95400,14
95408,12
95414,11
95417,12
95435,12
95446,12
95454,12
95459,14
95460,12
95472,12
95479,12
95482,56
95484,14
95486,34
95489,12
95494,12
95499,12
95512,12
95517,47
95540,12
95549,12
95566,12
95567,52
95571,12
95572,14
95584,12
95587,12
95602,14
95604,12
95609,12
95611,12
95618,12
95624,14
95670,12
95674,12
95682,12
95685,12
95689,14
95708,12
95710,12
95711,12
95730,12
95738,14
95766,12
95769,12
95771,12
95779,14
95798,12
95806,54
95816,14
95833,12
95854,12
95867,12
95874,12
95880,12
95883,14
95884,12
95890,12
95900,34
95909,12
95923,12
95924,12
95936,12
95948,12
95959,14
95979,12
95982,12
95996,12
95997,12
96001,46
96002,12
96003,12
96017,12
96018,12
96031,12
96041,12
96044,12
96045,12
96049,12
96065,12
96069,12
96079,12
96081,12
96082,14
96085,34
96101,12
96117,11
96129,12
96157,12
96170,12
96172,14
96177,12
96192,12
96198,12
96203,12
96224,12
96226,12
96255,14
96265,12
96316,14
96323,12
96327,12
96331,12
96333,12
96339,12
96342,12
96345,12
96347,14
96348,12
96357,12
96373,14
96375,12
96377,12
96379,12
96383,12
96384,12
96390,12
96395,12
96408,12
96410,52
96417,12
96422,14
96425,12
96440,12
96442,12
96445,12
96454,12
96456,14
96458,14
96460,12
96469,12
96488,12
96492,12
96497,14
96507,12
96528,12
96530,12
96536,12
96547,12
96564,12
96569,12
96578,12
96579,12
96598,12
96611,12
96622,20
96623,14
96628,14
96629,12
96632,12
96643,12
96645,54
96650,12
96651,12
96653,12
96658,12
96668,12
96679,12
96682,12
96693,12
96707,12
96715,12
96734,12
96740,12
96744,12
96747,12
96769,52
96784,12
96799,12
96821,12
96824,12
96834,14
96845,12
96851,12
96855,12
96856,12
96861,12
96874,12
96895,12
96898,20
96902,12
96907,12
96908,12
96916,34
96927,12
96935,12
96937,12
96945,12
96959,12
96961,12
96964,12
96967,12
96980,12
96984,12
96987,12
97007,12
97017,12
97021,34
97027,12
97029,12
97034,52
97038,12
97039,12
97074,12
97079,12
97098,12
97108,12
97129,14
97136,34
97138,12
97160,12
97171,12
97176,12
97182,34
97185,14
97187,34
97191,12
97210,12
97216,39
97217,12
97232,12
97235,12
97239,34
97244,52
97247,12
97251,12
97253,12
97257,14
97267,12
97271,12
97273,14
97279,12
97334,12
97337,12
97338,12
97340,12
97343,12
97352,52
97365,12
97384,12
97411,12
97414,14
97418,14
97466,12
97469,12
97470,12
97473,12
97477,52
97500,12
97508,12
97511,14
97528,52
97539,12
97548,12
97550,12
97554,14
97566,12
97576,12
97580,14
97586,12
97598,12
97606,11
97610,34
97623,12
97638,12
97640,12
97657,12
97662,12
97672,12
97675,52
97687,12
97690,12
97697,52
97698,34
97704,12
97716,12
97717,12
97728,12
97752,12
97760,12
97777,12
97780,12
97792,12
97797,12
97801,34
97806,14
97808,12
97812,12
97822,12
97828,12
97843,12
97857,12
97868,12
97875,14
97884,12
97891,12
97897,12
97899,12
97901,12
97907,12
97914,12
97920,12
97926,12
97931,12
97935,12
97939,12
97945,12
97957,12
97959,12
97962,12
97966,12
97971,12
97973,12
97976,14
97978,12
97984,12
97988,14
98000,12
98027,12
98073,12
98081,12
98083,12
98086,12
98093,12
98109,12
98115,12
98126,12
98135,12
98147,12
98152,12
98153,12
98158,12
98178,12
98181,14
98207,12
98209,12
98229,12
98242,12
98260,12
98267,12
98278,12
98314,52
98352,12
98353,12
98360,12
98374,12
98391,11
98396,12
98400,52
98404,12
98407,12
98415,12
98441,34
98465,14
98472,12
98474,12
98475,14
98487,12
98490,12
98497,12
98500,12
98501,12
98518,12
98520,12
98521,12
98522,12
98532,12
98540,12
98559,12
98563,12
98568,12
98572,12
98574,39
98575,12
98587,12
98589,12
98601,12
98603,12
98612,52
98630,12
98634,12
98649,34
98653,34
98666,12
98680,12
98689,12
98707,14
98716,12
98726,12
98752,12
98754,12
98757,12
98773,52
98781,14
98786,12
98829,12
98841,34
98847,12
98857,34
98860,12
98865,12
98877,12
98885,12
98888,12
98890,12
98891,12
98897,12
98904,12
98909,12
98945,12
98947,14
98966,14
98973,12
98977,52
99019,12
99023,12
99041,12
99066,12
99067,12
99071,12
99077,14
99083,12
99084,12
99089,12
99095,14
99098,12
99111,12
99116,12
99117,14
99122,34
99123,12
99130,12
99132,14
99147,12
99148,12
99161,52
99167,12
99208,14
99213,12
99224,52
99233,12
99237,11
99243,12
99257,12
99279,12
99280,34
99282,12
99302,12
99313,46
99314,12
99325,12
99342,14
99369,14
99384,12
99387,12
99397,12
99418,12
99426,12
99430,12
99432,12
99433,39
99437,12
99448,12
99450,12
99469,12
99487,12
99488,12
99500,12
99508,12
99514,12
99527,12
99535,12
99545,12
99572,12
99576,12
99583,12
99586,12
99617,52
99619,34
99625,52
99638,12
99643,12
99646,12
99647,12
99671,12
99674,12
99676,12
99679,12
99681,6
99683,12
99686,12
99693,14
99694,12
99700,12
99702,12
99725,12
99731,12
99747,12
99755,12
99760,12
99773,12
99799,12
99809,12
99813,12
99816,12
99817,12
99820,12
99832,14
99835,12
99842,14
99843,52
99846,12
99857,12
99859,14
99872,14
99879,12
99886,12
99890,12
99895,12
99911,12
99918,12
99938,12
99940,12
99949,12
99951,14
99954,12
99957,12
99959,12
99964,12
99972,12
99975,12
99981,12
99985,14
99989,12
99992,12
100001,12
100011,12
100025,12
100031,14
100042,12
100052,12
100062,34
100063,12
100064,12
100074,34
100081,12
100088,12
100096,39
100098,12
100115,14
100124,12
100126,12
100129,12
100130,12
100134,12
100167,12
100181,12
100185,12
100225,12
100229,12
100231,12
100233,14
100234,12
100251,34
100254,12
100255,34
100264,14
100268,12
100277,12
100283,12
100303,12
100306,12
100315,12
100317,12
100328,12
100337,52
100350,12
100351,12
100367,14
100397,12
100427,12
100429,52
100430,14
100433,14
100443,12
100446,12
100447,12
100449,12
100462,14
100466,12
100472,12
100478,12
100484,12
100487,12
100491,12
100498,12
100515,12
100518,12
100521,12
100523,12
100540,12
100557,12
100583,12
100600,14
100607,12
100608,12
100612,14
100627,12
100634,14
100635,12
100642,12
100644,39
100654,14
100672,12
100681,14
100686,12
100688,12
100707,12
100710,12
100715,12
100719,12
100724,12
100730,12
100746,12
100749,12
100750,12
100757,12
100760,12
100777,12
100786,34
100815,12
100829,12
100842,52
100861,12
100879,12
100893,12
100898,12
100904,12
100915,12
100918,12
100939,12
100943,12
100957,12
100968,12
100981,52
100985,12
100986,12
101011,39
101035,14
101038,12
101039,12
101042,52
101057,12
101063,4
101066,12
101072,12
101092,14
101095,12
101100,12
101112,12
101117,26
101122,12
101124,12
101142,14
101159,12
101161,12
101172,12
101187,12
101188,12
101190,12
101212,11
101227,12
101236,12
101242,12
101244,12
101245,12
101261,14
101270,12
101283,12
101289,52
101299,12
101303,12
101305,12
101324,12
101332,12
101351,14
101384,12
101385,12
101402,12
101408,12
101410,12
101411,12
101416,12
101419,12
101430,12
101433,12
101437,12
101442,12
101444,12
